minute,participantId,totalGold,level,xp,minionsKilled,jungleMinionsKilled,gameId,queue,teamId,win,champion_name,role,lane,summonerName
3,7,805,2,375,2,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
4,7,960,3,695,2,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
5,7,1189,3,1060,4,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
6,7,1529,4,1298,8,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
7,7,1691,5,1787,10,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
8,7,1885,5,1877,10,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
9,7,2040,5,1923,10,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
10,7,2264,5,2239,11,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
11,7,2614,6,2780,19,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
12,7,3004,6,2892,20,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
13,7,3314,7,3450,20,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
14,7,3814,7,3820,24,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
15,7,3982,7,3970,26,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
16,7,4540,8,4544,30,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
17,7,4680,8,4593,30,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
18,7,4875,8,4661,32,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
19,7,5211,9,5411,40,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
20,7,5351,9,5659,40,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
21,7,5691,9,5916,40,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
22,7,5876,9,6034,42,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
23,7,6091,10,6646,42,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
24,7,6231,10,6768,42,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
25,7,6422,10,7136,42,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
26,7,6975,11,7963,46,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
27,7,7330,12,8882,50,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
28,7,7651,12,9406,51,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
29,7,7812,12,9902,52,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
30,7,7953,13,9994,52,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
31,7,8115,13,10307,53,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
32,7,8405,13,11170,53,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
33,7,8596,14,11563,53,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
34,7,8736,14,11563,53,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
35,7,9108,14,12280,62,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
36,7,9346,14,12473,67,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
37,7,9632,15,13300,68,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
38,7,10208,15,14589,75,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
39,7,10390,16,14961,78,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
40,7,10740,16,15501,81,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
41,7,10902,16,15672,82,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
42,7,10965,16,16236,82,0,3840383384,5v5 Ranked Flex games,Red,False,Brand,DUO_SUPPORT,BOTTOM,ILikeBoyHole
0,4,500,1,0,0,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
1,4,500,1,0,0,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
2,4,562,1,113,2,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
3,4,846,2,419,11,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
4,4,1134,3,707,18,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
5,4,1839,3,1108,25,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
6,4,2140,4,1269,26,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
7,4,2454,4,1629,34,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
8,4,2898,5,2151,50,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
9,4,3083,6,2446,54,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
10,4,3326,6,2839,58,0,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
11,4,4166,7,3392,63,2,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
12,4,4343,7,3545,63,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
13,4,4719,8,4179,74,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
14,4,5074,8,4974,78,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
15,4,5351,9,5245,84,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
16,4,5841,10,6182,98,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
17,4,7093,10,6893,108,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
18,4,7555,10,7257,111,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
19,4,7732,11,7375,111,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
20,4,8196,11,8096,123,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
21,4,8958,12,8673,125,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
22,4,9670,12,9413,129,4,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
23,4,10482,13,10380,133,8,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
24,4,10654,13,10607,133,8,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
25,4,11136,13,10882,133,8,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
26,4,12187,14,11578,138,12,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
27,4,12471,14,11805,140,12,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
28,4,12593,14,11805,140,12,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
29,4,13323,14,12590,141,12,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
30,4,13771,15,13456,141,16,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
31,4,14504,15,14101,149,16,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
32,4,14877,15,14501,152,16,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
33,4,15174,16,14758,158,16,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
34,4,16432,16,16411,162,20,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
35,4,16600,17,16854,163,24,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
36,4,17108,17,17419,169,24,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
37,4,17741,17,17933,172,24,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
38,4,17939,17,18047,172,28,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
39,4,18531,18,18787,179,36,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
40,4,19043,18,19215,179,36,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
41,4,19958,18,20426,188,36,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
42,4,20611,18,20942,194,36,3840383384,5v5 Ranked Flex games,Blue,True,Draven,DUO_CARRY,BOTTOM,AerialBlast
0,1,500,1,0,0,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
1,1,500,1,0,0,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
2,1,562,1,120,2,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
3,1,920,3,725,13,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
4,1,1469,4,1361,21,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
5,1,1682,4,1632,26,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
6,1,2213,5,2266,37,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
7,1,2687,6,2581,39,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
8,1,2976,6,3096,45,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
9,1,3367,7,3760,57,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
10,1,4019,8,4302,69,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
11,1,4292,8,4402,69,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
12,1,4603,8,5033,80,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
13,1,5067,9,5882,82,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
14,1,5595,10,6524,88,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
15,1,6419,10,7158,98,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
16,1,6654,11,7581,105,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
17,1,7624,11,8519,111,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
18,1,8196,12,8972,114,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
19,1,8628,12,9201,116,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
20,1,9093,12,9781,124,0,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
21,1,9438,13,10464,128,4,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
22,1,9759,13,11039,129,4,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
23,1,10567,14,12231,138,8,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
24,1,10890,14,12231,138,8,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
25,1,11354,15,13059,140,8,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
26,1,11881,15,13823,146,8,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
27,1,12004,15,13823,146,8,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
28,1,12279,15,14272,148,12,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
29,1,12911,16,15474,154,12,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
30,1,13427,17,16601,159,12,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
31,1,13677,17,17097,162,16,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
32,1,13892,17,17385,165,16,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
33,1,14211,17,17862,170,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
34,1,14486,17,18356,175,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
35,1,15180,18,20176,187,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
36,1,15453,18,20176,187,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
37,1,15675,18,20663,190,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
38,1,16022,18,21636,190,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
39,1,16244,18,22020,195,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
40,1,16846,18,22937,197,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
41,1,17563,18,24246,208,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
42,1,17788,18,24788,212,20,3840383384,5v5 Ranked Flex games,Blue,True,Gnar,SOLO,TOP,Teroboal
0,6,500,1,0,0,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
1,6,500,1,0,0,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
2,6,583,1,113,3,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
3,6,790,2,375,8,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
4,6,1025,3,816,14,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
5,6,1266,3,1061,18,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
6,6,1534,4,1340,22,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
7,6,1925,5,1829,35,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
8,6,2068,5,1889,36,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
9,6,2786,6,2916,56,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
10,6,3128,7,3242,64,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
11,6,3565,7,3579,65,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
12,6,4041,8,4168,77,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
13,6,4582,8,4669,84,0,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
14,6,4944,9,5281,93,4,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
15,6,5213,9,5645,98,4,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
16,6,5457,9,5917,99,4,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
17,6,5593,9,6036,100,4,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
18,6,7089,11,7893,119,4,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
19,6,7533,11,7954,120,4,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
20,6,7998,12,8625,131,8,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
21,6,8471,12,8774,131,8,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
22,6,8774,12,9137,137,8,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
23,6,8896,12,9137,137,8,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
24,6,9608,13,10239,146,16,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
25,6,10892,13,10885,149,24,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
26,6,11139,13,11330,149,24,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
27,6,12024,14,12807,159,24,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
28,6,12500,15,13391,166,28,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
29,6,12901,15,13879,178,28,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
30,6,13024,15,13999,178,28,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
31,6,13559,15,14480,189,32,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
32,6,14838,16,15297,200,32,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
33,6,15161,16,15846,200,32,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
34,6,15562,17,16550,212,32,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
35,6,16120,17,17658,224,32,3840383384,5v5 Ranked Flex games,Red,False,Jinx,DUO_CARRY,BOTTOM,Motivational
